07-12 10:13:19.940 |-INFO  c.u.j.c.EnableEncryptablePropertiesBeanFactoryPostProcessor:39 - Post-processing PropertySource instances
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:202)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:96)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:526)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:139)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:92)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:74)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:343)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:367)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:860)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1591)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.lang.Thread.run(Thread.java:748)
07-12 10:19:19.841 |-INFO  o.s.s.c.ThreadPoolTaskScheduler:208 - Shutting down ExecutorService 'Nacso-Watch-Task-Scheduler'
07-12 10:19:19.843 |-INFO  c.a.c.n.r.NacosServiceRegistry:80 - De-registering from Nacos Server now...
07-12 10:19:19.848 |-INFO  c.a.c.n.r.NacosServiceRegistry:100 - De-registration finished.
07-12 10:19:19.860 |-INFO  o.s.s.c.ThreadPoolTaskExecutor:208 - Shutting down ExecutorService 'applicationTaskExecutor'
07-12 10:19:19.922 |-INFO  c.alibaba.druid.pool.DruidDataSource:2032 - {dataSource-1} closing ...
07-12 10:19:19.923 |-INFO  c.alibaba.druid.pool.DruidDataSource:2104 - {dataSource-1} closed
07-12 10:19:24.232 |-INFO  c.u.j.c.EnableEncryptablePropertiesBeanFactoryPostProcessor:39 - Post-processing PropertySource instances
07-12 10:19:24.338 |-INFO  c.u.j.EncryptablePropertySourceConverter:56 - Converting PropertySource configurationProperties [org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource] to AOP Proxy
07-12 10:19:24.340 |-INFO  c.u.j.EncryptablePropertySourceConverter:56 - Converting PropertySource bootstrap [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
07-12 10:19:24.341 |-INFO  c.u.j.EncryptablePropertySourceConverter:56 - Converting PropertySource systemProperties [org.springframework.core.env.PropertiesPropertySource] to EncryptableMapPropertySourceWrapper
07-12 10:19:24.341 |-INFO  c.u.j.EncryptablePropertySourceConverter:56 - Converting PropertySource systemEnvironment [org.springframework.boot.env.SystemEnvironmentPropertySourceEnvironmentPostProcessor$OriginAwareSystemEnvironmentPropertySource] to EncryptableSystemEnvironmentPropertySourceWrapper
07-12 10:19:24.360 |-INFO  c.u.j.EncryptablePropertySourceConverter:56 - Converting PropertySource random [org.springframework.boot.env.RandomValuePropertySource] to EncryptablePropertySourceWrapper
07-12 10:19:24.362 |-INFO  c.u.j.EncryptablePropertySourceConverter:56 - Converting PropertySource springCloudClientHostInfo [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
07-12 10:19:24.363 |-INFO  c.u.j.EncryptablePropertySourceConverter:56 - Converting PropertySource applicationConfig: [classpath:/bootstrap-dev.yml] [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper
07-12 10:19:24.370 |-INFO  c.u.j.EncryptablePropertySourceConverter:56 - Converting PropertySource applicationConfig: [classpath:/bootstrap.yml] [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper
07-12 10:19:24.608 |-INFO  c.u.j.f.DefaultLazyPropertyFilter:31 - Property Filter custom Bean not found with name 'encryptablePropertyFilter'. Initializing Default Property Filter
07-12 10:19:24.817 |-INFO  c.u.j.r.DefaultLazyPropertyResolver:35 - Property Resolver custom Bean not found with name 'encryptablePropertyResolver'. Initializing Default Property Resolver
07-12 10:19:24.821 |-INFO  c.u.j.d.DefaultLazyPropertyDetector:35 - Property Detector custom Bean not found with name 'encryptablePropertyDetector'. Initializing Default Property Detector
07-12 10:19:24.844 |-INFO  c.z.l.LargeScrrenApplication:655 - The following profiles are active: dev
07-12 10:19:26.070 |-WARN  o.s.boot.actuate.endpoint.EndpointId:155 - Endpoint ID 'nacos-discovery' contains invalid characters, please migrate to a valid format.
07-12 10:19:26.370 |-INFO  o.s.d.r.c.RepositoryConfigurationDelegate:249 - Multiple Spring Data modules found, entering strict repository configuration mode!
07-12 10:19:26.375 |-INFO  o.s.d.r.c.RepositoryConfigurationDelegate:127 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
07-12 10:19:26.443 |-INFO  o.s.d.r.c.RepositoryConfigurationDelegate:187 - Finished Spring Data repository scanning in 53ms. Found 0 Redis repository interfaces.
07-12 10:19:26.543 |-WARN  o.s.boot.actuate.endpoint.EndpointId:155 - Endpoint ID 'service-registry' contains invalid characters, please migrate to a valid format.
07-12 10:19:26.738 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportDashboardMapper' and 'com.zods.largescreen.modules.dashboard.dao.ReportDashboardMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.739 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportDashboardWidgetMapper' and 'com.zods.largescreen.modules.dashboardwidget.dao.ReportDashboardWidgetMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.739 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'dataSetMapper' and 'com.zods.largescreen.modules.dataset.dao.DataSetMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.739 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'dataSetParamMapper' and 'com.zods.largescreen.modules.datasetparam.dao.DataSetParamMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.741 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'dataSetTransformMapper' and 'com.zods.largescreen.modules.datasettransform.dao.DataSetTransformMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.741 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'dataSourceMapper' and 'com.zods.largescreen.modules.datasource.dao.DataSourceMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.741 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'gaeaDictItemMapper' and 'com.zods.largescreen.modules.dict.dao.GaeaDictItemMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.741 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'gaeaDictMapper' and 'com.zods.largescreen.modules.dict.dao.GaeaDictMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.742 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'gaeaFileMapper' and 'com.zods.largescreen.modules.file.dao.GaeaFileMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.742 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'layerMapper' and 'com.zods.largescreen.modules.layer.dao.LayerMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.742 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportMapper' and 'com.zods.largescreen.modules.report.dao.ReportMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.743 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportExcelMapper' and 'com.zods.largescreen.modules.reportexcel.dao.ReportExcelMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.743 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportShareMapper' and 'com.zods.largescreen.modules.reportshare.dao.ReportShareMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.744 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportWidgetMapper' and 'com.zods.largescreen.modules.widget.dao.ReportWidgetMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.755 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportDashboardMapper' and 'com.zods.largescreen.modules.dashboard.dao.ReportDashboardMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.755 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportDashboardWidgetMapper' and 'com.zods.largescreen.modules.dashboardwidget.dao.ReportDashboardWidgetMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.755 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'dataSetMapper' and 'com.zods.largescreen.modules.dataset.dao.DataSetMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.756 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'dataSetParamMapper' and 'com.zods.largescreen.modules.datasetparam.dao.DataSetParamMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.756 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'dataSetTransformMapper' and 'com.zods.largescreen.modules.datasettransform.dao.DataSetTransformMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.756 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'dataSourceMapper' and 'com.zods.largescreen.modules.datasource.dao.DataSourceMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.756 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'gaeaDictItemMapper' and 'com.zods.largescreen.modules.dict.dao.GaeaDictItemMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.756 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'gaeaDictMapper' and 'com.zods.largescreen.modules.dict.dao.GaeaDictMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.756 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'gaeaFileMapper' and 'com.zods.largescreen.modules.file.dao.GaeaFileMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.756 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'layerMapper' and 'com.zods.largescreen.modules.layer.dao.LayerMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.757 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportMapper' and 'com.zods.largescreen.modules.report.dao.ReportMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.757 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportExcelMapper' and 'com.zods.largescreen.modules.reportexcel.dao.ReportExcelMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.757 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportShareMapper' and 'com.zods.largescreen.modules.reportshare.dao.ReportShareMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.757 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportWidgetMapper' and 'com.zods.largescreen.modules.widget.dao.ReportWidgetMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.772 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportDashboardMapper' and 'com.zods.largescreen.modules.dashboard.dao.ReportDashboardMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.772 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportDashboardWidgetMapper' and 'com.zods.largescreen.modules.dashboardwidget.dao.ReportDashboardWidgetMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.772 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'dataSetMapper' and 'com.zods.largescreen.modules.dataset.dao.DataSetMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.772 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'dataSetParamMapper' and 'com.zods.largescreen.modules.datasetparam.dao.DataSetParamMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.772 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'dataSetTransformMapper' and 'com.zods.largescreen.modules.datasettransform.dao.DataSetTransformMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.773 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'dataSourceMapper' and 'com.zods.largescreen.modules.datasource.dao.DataSourceMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.773 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'gaeaDictItemMapper' and 'com.zods.largescreen.modules.dict.dao.GaeaDictItemMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.773 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'gaeaDictMapper' and 'com.zods.largescreen.modules.dict.dao.GaeaDictMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.773 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'gaeaFileMapper' and 'com.zods.largescreen.modules.file.dao.GaeaFileMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.773 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'layerMapper' and 'com.zods.largescreen.modules.layer.dao.LayerMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.773 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportMapper' and 'com.zods.largescreen.modules.report.dao.ReportMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.773 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportExcelMapper' and 'com.zods.largescreen.modules.reportexcel.dao.ReportExcelMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.774 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportShareMapper' and 'com.zods.largescreen.modules.reportshare.dao.ReportShareMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.774 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportWidgetMapper' and 'com.zods.largescreen.modules.widget.dao.ReportWidgetMapper' mapperInterface. Bean already defined with the same name!
07-12 10:19:26.776 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - No MyBatis mapper was found in '[com.zods.largescreen.modules.*.dao, com.zods.largescreen.modules.*.**.dao, com.zods.largescreen.*.module.*.dao]' package. Please check your configuration.
07-12 10:19:26.817 |-INFO  o.s.cloud.context.scope.GenericScope:295 - BeanFactory id=4fa83916-9b1c-3986-b95f-eca61a6b9dc0
07-12 10:19:26.852 |-INFO  c.u.j.c.EnableEncryptablePropertiesBeanFactoryPostProcessor:39 - Post-processing PropertySource instances
07-12 10:19:26.853 |-INFO  c.u.j.EncryptablePropertySourceConverter:56 - Converting PropertySource configurationProperties [org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource] to AOP Proxy
07-12 10:19:26.853 |-INFO  c.u.j.EncryptablePropertySourceConverter:56 - Converting PropertySource servletConfigInitParams [org.springframework.core.env.PropertySource$StubPropertySource] to EncryptablePropertySourceWrapper
07-12 10:19:26.853 |-INFO  c.u.j.EncryptablePropertySourceConverter:56 - Converting PropertySource servletContextInitParams [org.springframework.core.env.PropertySource$StubPropertySource] to EncryptablePropertySourceWrapper
07-12 10:19:26.854 |-INFO  c.u.j.EncryptablePropertySourceConverter:56 - Converting PropertySource systemProperties [org.springframework.core.env.PropertiesPropertySource] to EncryptableMapPropertySourceWrapper
07-12 10:19:26.854 |-INFO  c.u.j.EncryptablePropertySourceConverter:56 - Converting PropertySource systemEnvironment [org.springframework.boot.env.SystemEnvironmentPropertySourceEnvironmentPostProcessor$OriginAwareSystemEnvironmentPropertySource] to EncryptableSystemEnvironmentPropertySourceWrapper
07-12 10:19:26.854 |-INFO  c.u.j.EncryptablePropertySourceConverter:56 - Converting PropertySource random [org.springframework.boot.env.RandomValuePropertySource] to EncryptablePropertySourceWrapper
07-12 10:19:26.854 |-INFO  c.u.j.EncryptablePropertySourceConverter:56 - Converting PropertySource springCloudClientHostInfo [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
07-12 10:19:26.854 |-INFO  c.u.j.EncryptablePropertySourceConverter:56 - Converting PropertySource applicationConfig: [classpath:/application.properties] [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper
07-12 10:19:26.854 |-INFO  c.u.j.EncryptablePropertySourceConverter:56 - Converting PropertySource springCloudDefaultProperties [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
07-12 10:19:26.855 |-INFO  c.u.j.EncryptablePropertySourceConverter:56 - Converting PropertySource cachedrandom [org.springframework.cloud.util.random.CachedRandomPropertySource] to EncryptablePropertySourceWrapper
07-12 10:19:27.148 |-INFO  c.u.j.f.DefaultLazyPropertyFilter:31 - Property Filter custom Bean not found with name 'encryptablePropertyFilter'. Initializing Default Property Filter
07-12 10:19:27.198 |-INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:330 - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
07-12 10:19:27.774 |-INFO  o.s.b.w.e.tomcat.TomcatWebServer:92 - Tomcat initialized with port(s): 9095 (http)
07-12 10:19:27.788 |-INFO  o.a.coyote.http11.Http11NioProtocol:173 - Initializing ProtocolHandler ["http-nio-9095"]
07-12 10:19:27.789 |-INFO  o.a.catalina.core.StandardService:173 - Starting service [Tomcat]
07-12 10:19:27.789 |-INFO  o.a.catalina.core.StandardEngine:173 - Starting Servlet engine: [Apache Tomcat/9.0.29]
07-12 10:19:27.791 |-INFO  o.a.c.core.AprLifecycleListener:173 - Loaded APR based Apache Tomcat Native library [1.2.31] using APR version [1.7.0].
07-12 10:19:27.791 |-INFO  o.a.c.core.AprLifecycleListener:173 - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true].
07-12 10:19:27.791 |-INFO  o.a.c.core.AprLifecycleListener:173 - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
07-12 10:19:27.795 |-INFO  o.a.c.core.AprLifecycleListener:173 - OpenSSL successfully initialized [OpenSSL 1.1.1l  24 Aug 2021]
07-12 10:19:27.950 |-INFO  o.a.c.c.C.[Tomcat].[localhost].[/]:173 - Initializing Spring embedded WebApplicationContext
07-12 10:19:27.951 |-INFO  o.s.web.context.ContextLoader:284 - Root WebApplicationContext: initialization completed in 3079 ms
07-12 10:19:28.162 |-INFO  c.u.j.r.DefaultLazyPropertyResolver:35 - Property Resolver custom Bean not found with name 'encryptablePropertyResolver'. Initializing Default Property Resolver
07-12 10:19:28.164 |-INFO  c.u.j.d.DefaultLazyPropertyDetector:35 - Property Detector custom Bean not found with name 'encryptablePropertyDetector'. Initializing Default Property Detector
07-12 10:19:28.412 |-INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure:56 - Init DruidDataSource
07-12 10:19:28.631 |-INFO  c.alibaba.druid.pool.DruidDataSource:985 - {dataSource-1} inited
07-12 10:19:31.459 |-INFO  o.s.b.a.e.web.EndpointLinksResolver:58 - Exposing 2 endpoint(s) beneath base path ''
07-12 10:19:31.757 |-INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping:69 - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
07-12 10:19:31.795 |-WARN  c.n.c.sources.URLConfigurationSource:121 - No URLs will be polled as dynamic configuration sources.
07-12 10:19:31.795 |-INFO  c.n.c.sources.URLConfigurationSource:122 - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
07-12 10:19:31.801 |-WARN  c.n.c.sources.URLConfigurationSource:121 - No URLs will be polled as dynamic configuration sources.
07-12 10:19:31.802 |-INFO  c.n.c.sources.URLConfigurationSource:122 - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
07-12 10:19:31.949 |-INFO  o.s.s.c.ThreadPoolTaskExecutor:171 - Initializing ExecutorService 'applicationTaskExecutor'
07-12 10:19:32.093 |-INFO  o.s.s.c.ThreadPoolTaskScheduler:171 - Initializing ExecutorService 'Nacso-Watch-Task-Scheduler'
07-12 10:19:32.313 |-INFO  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration:86 - 

Using generated security password: cc7176de-c9cc-4940-ab82-efeea4bfe7f8

07-12 10:19:32.462 |-INFO  o.s.s.web.DefaultSecurityFilterChain:43 - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6fe9c048, org.springframework.security.web.context.SecurityContextPersistenceFilter@7a51dc38, org.springframework.security.web.header.HeaderWriterFilter@4eacb6d1, org.springframework.security.web.csrf.CsrfFilter@188ae8d2, org.springframework.security.web.authentication.logout.LogoutFilter@2626aa35, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@45635ae1, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@691eb389, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@54d46c8, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@66d61298, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@2842ef02, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@e1fd2bf, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1ddba7a0, org.springframework.security.web.session.SessionManagementFilter@a926db4, org.springframework.security.web.access.ExceptionTranslationFilter@571c2ed8, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@17fb5184]
07-12 10:19:32.879 |-INFO  s.d.s.w.p.DocumentationPluginsBootstrapper:160 - Context refreshed
07-12 10:19:32.898 |-INFO  s.d.s.w.p.DocumentationPluginsBootstrapper:163 - Found 1 custom documentation plugin(s)
07-12 10:19:32.967 |-INFO  s.d.s.w.s.ApiListingReferenceScanner:41 - Scanning for api listing references
07-12 10:19:33.169 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: deleteBatchIdsUsingPOST_1
07-12 10:19:33.170 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: deleteByIdUsingDELETE_1
07-12 10:19:33.172 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: detailUsingGET_1
07-12 10:19:33.174 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: insertUsingPOST_1
07-12 10:19:33.177 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: pageListUsingGET_1
07-12 10:19:33.180 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: updateUsingPUT_1
07-12 10:19:33.185 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: deleteBatchIdsUsingPOST_2
07-12 10:19:33.187 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: deleteByIdUsingDELETE_2
07-12 10:19:33.188 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: detailUsingGET_2
07-12 10:19:33.190 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: insertUsingPOST_2
07-12 10:19:33.194 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: pageListUsingGET_2
07-12 10:19:33.195 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: updateUsingPUT_2
07-12 10:19:33.198 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: deleteBatchIdsUsingPOST_3
07-12 10:19:33.199 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: deleteByIdUsingDELETE_3
07-12 10:19:33.201 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: detailUsingGET_3
07-12 10:19:33.208 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: insertUsingPOST_3
07-12 10:19:33.213 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: pageListUsingGET_3
07-12 10:19:33.217 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: updateUsingPUT_3
07-12 10:19:33.221 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: deleteBatchIdsUsingPOST_4
07-12 10:19:33.222 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: deleteByIdUsingDELETE_4
07-12 10:19:33.223 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: detailUsingGET_4
07-12 10:19:33.236 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: insertUsingPOST_4
07-12 10:19:33.239 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: pageListUsingGET_4
07-12 10:19:33.246 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: updateUsingPUT_4
07-12 10:19:33.248 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: deleteBatchIdsUsingPOST_5
07-12 10:19:33.251 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: deleteByIdUsingDELETE_5
07-12 10:19:33.252 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: detailUsingGET_5
07-12 10:19:33.258 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: insertUsingPOST_5
07-12 10:19:33.261 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: pageListUsingGET_5
07-12 10:19:33.262 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: updateUsingPUT_5
07-12 10:19:33.264 |-INFO  s.d.s.w.r.o.CachingOperationNameGenerator:40 - Generating unique operation named: deleteBatchIdsUsingPOST_6
